,Course,College,Year Level,School Year,No.,Appno,SCHOOL,Cntr,Date,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Word,SY
123,BS ARCH,College of Architecture,1,2018-2019,6053.0,1819-02367,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,94.81,90.94,98.58,98.97,98.34,98.56,Ninety Eight Point Fifty Six,2018-2019
124,BS ARCH,College of Architecture,1,2018-2019,6084.0,1819-01517,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,84.91,54.75,85.06,70.61,83.75,83.5,Eighty Three Point Fifty,2018-2019
125,BS ARCH,College of Architecture,1,2018-2019,6100.0,1819-09387,MOLAVE VOCATIONAL TECHNICAL SCHOOL,AVE,3/25/2018,90.77,82.26,36.55,79.96,72.9,84.88,Eighty Four Point Eighty Eight,2018-2019
126,BS ARCH,College of Architecture,1,2018-2019,6284.0,1819-05093,SOUTHERN CITY COLLEGES,ZAM,3/4/2018,49.95,48.4,89.19,70.61,83.75,69.19,Sixty Nine Point Nineteen,2018-2019
127,BS ARCH,College of Architecture,1,2018-2019,6339.0,1819-00729,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,2/18/2018,98.17,98.7,93.41,99.83,83.75,99.3,Ninety Nine Point Thirty,2018-2019
128,BS ARCH,College of Architecture,1,2018-2019,6363.0,1819-05557,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,66.01,48.4,91.97,70.61,20.6,68.07,Sixty Eight Point Seven,2018-2019
129,BS ARCH,College of Architecture,1,2018-2019,6549.0,1819-01642,FERNDALE INTERNATIONAL SCHOOL,ZAM,2/18/2018,80.58,66.85,59.25,63.45,63.1,75.16,Seventy Five Point Sixteen,2018-2019
130,BS ARCH,College of Architecture,1,2018-2019,7075.0,1819-04740,NOTRE DAME OF BONGAO,ZAM,3/4/2018,68.5,71.99,76.79,63.45,72.9,74.25,Seventy Four Point Twenty Five,2018-2019
131,BS ARCH,College of Architecture,1,2018-2019,7137.0,1819-03320,CLARET HIGH SCHOOL,ZAM,2/25/2018,82.02,77.12,44.12,79.96,87.72,82.12,Eighty Two Point Twelve,2018-2019
132,BS ARCH,College of Architecture,1,2018-2019,7219.0,1819-04828,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,72.78,77.12,66.81,34.54,83.75,74.25,Seventy Four Point Twenty Five,2018-2019
133,BS ARCH,College of Architecture,1,2018-2019,7409.0,1819-04155,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,76.83,77.12,85.06,24.91,83.75,78.81,Seventy Eight Point Eighty One,2018-2019
134,BS ARCH,College of Architecture,1,2018-2019,7415.0,1819-02384,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,96.52,87.4,93.41,84.63,95.65,96.17,Ninety Six Point Seventeen,2018-2019
135,BS ARCH,College of Architecture,1,2018-2019,7434.0,1819-07325,NOTRE DAME OF JOLO COLLEGE,ZAM,3/11/2018,94.81,71.99,51.68,70.61,53.29,85.57,Eighty Five Point Fifty Seven,2018-2019
136,BSSW01,CSWCD,1,2019-2020,7434.0,1819-07325,NOTRE DAME OF JOLO COLLEGE,ZAM,3/11/2018,94.81,71.99,51.68,70.61,53.29,85.57,Eighty Five Point Fifty Seven,2018-2019
137,BS ARCH,College of Architecture,1,2018-2019,7472.0,1819-10387,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,IPI,3/25/2018,83.47,87.4,80.93,96.87,33.69,88.22,Eighty Eight Point Twenty Two,2018-2019
138,BS ARCH,College of Architecture,1,2018-2019,7481.0,1819-04889,MARIAN COLLEGE,ZAM,3/4/2018,78.85,92.88,80.93,79.96,79.78,86.26,Eighty Six Point Twenty Six,2018-2019
139,BSESS,CSSPE,1,2019-2020,7481.0,1819-04889,MARIAN COLLEGE,ZAM,3/4/2018,78.85,92.88,80.93,79.96,79.78,86.26,Eighty Six Point Twenty Six,2018-2019
140,BS ARCH,College of Architecture,1,2018-2019,7507.0,1819-06021,DR. AURELIO MENDOZA MEMORIAL COLLEGES,ZAM,3/11/2018,68.5,71.99,59.25,84.63,87.72,77.9,Seventy Seven Point Ninety,2018-2019
141,BS ARCH,College of Architecture,1,2018-2019,7538.0,1819-01612,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,91.83,98.7,96.28,97.62,97.87,97.64,Ninety Seven Point Sixty Four,2018-2019
142,BS ARCH,College of Architecture,1,2018-2019,7539.0,1819-00324,CULIANAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,82.02,71.99,91.97,53.82,83.75,84.19,Eighty Four Point Nineteen,2018-2019
143,BS ARCH,College of Architecture,1,2018-2019,7582.0,1819-01429,CLARET SCHOOL OF LAMITAN,ZAM,2/18/2018,76.83,61.11,76.79,92.22,91.68,84.19,Eighty Four Point Nineteen,2018-2019
144,BS GE,COE,1,2019-2020,7582.0,1819-01429,CLARET SCHOOL OF LAMITAN,ZAM,2/18/2018,76.83,61.11,76.79,92.22,91.68,84.19,Eighty Four Point Nineteen,2018-2019
145,BS ARCH,College of Architecture,1,2018-2019,7596.0,1819-07097,AMA COMPUTER COLLEGE,ZAM,3/11/2018,76.83,92.88,51.68,53.82,43.49,75.16,Seventy Five Point Sixteen,2018-2019
146,BS ARCH,College of Architecture,1,2019-2020,7596.0,1819-07097,AMA COMPUTER COLLEGE,ZAM,3/11/2018,76.83,92.88,51.68,53.82,43.49,75.16,Seventy Five Point Sixteen,2018-2019
147,BS ARCH,College of Architecture,1,2018-2019,7688.0,1819-11487,MOLAVE VOCATIONAL TECHNICAL SCHOOL,AVE,4/15/2018,82.02,77.12,59.25,24.91,79.78,76.07,Seventy Six Point Seven,2018-2019
148,BS ARCH,College of Architecture,1,2018-2019,7690.0,1819-05723,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,58.56,71.99,80.93,34.54,72.9,68.07,Sixty Eight Point Seven,2018-2019
149,BSESS,CSSPE,1,2019-2020,7690.0,1819-05723,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,58.56,71.99,80.93,34.54,72.9,68.07,Sixty Eight Point Seven,2018-2019
150,BS ARCH,College of Architecture,1,2018-2019,7705.0,1819-12789,MABUHAY-ESU,MAB,4/15/2018,31.88,66.85,59.25,97.95,33.69,64.72,Sixty Four Point Seventy Two,2018-2019
151,BS ARCH,College of Architecture,1,2018-2019,7805.0,1819-01464,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,95.51,87.4,76.79,18.16,98.81,92.03,Ninety Two Point Three,2018-2019
152,BS ARCH,College of Architecture,1,2018-2019,7881.0,1819-03321,CLARET HIGH SCHOOL,ZAM,2/25/2018,92.71,90.94,98.86,94.54,72.9,95.98,Ninety Five Point Ninety Eight,2018-2019
153,BS ARCH,College of Architecture,1,2018-2019,7936.0,1819-02047,PILAR COLLEGE,ZAM,2/25/2018,70.75,35.7,76.79,89.31,33.69,70.3,Seventy Point Thirty,2018-2019
154,BS ARCH,College of Architecture,1,2018-2019,8083.0,1819-01606,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,74.8,87.4,80.93,63.45,87.72,82.81,Eighty Two Point Eighty One,2018-2019
155,BS ARCH,College of Architecture,1,2018-2019,8151.0,1819-02045,PILAR COLLEGE,ZAM,2/25/2018,89.71,90.94,89.19,70.61,98.34,92.9,Ninety Two Point Ninety,2018-2019
156,BS ARCH,College of Architecture,1,2018-2019,8209.0,1819-06959,CLARET COLLEGE OF ISABELA,ZAM,3/11/2018,88.66,90.94,91.97,53.82,95.65,91.08,Ninety One Point Eight,2018-2019
157,BS ARCH,College of Architecture,1,2018-2019,8229.0,1819-08869,PAGADIAN CITY NATIONAL HIGH SCHOOL,PAG,3/17/2018,70.75,87.4,51.68,95.71,53.29,80.63,Eighty Point Sixty Three,2018-2019
158,BS ARCH,College of Architecture,1,2019-2020,8229.0,1819-08869,PAGADIAN CITY NATIONAL HIGH SCHOOL,PAG,3/17/2018,70.75,87.4,51.68,95.71,53.29,80.63,Eighty Point Sixty Three,2018-2019
159,BS ARCH,College of Architecture,1,2018-2019,8463.0,1819-07085,WESTERN MINDANAO STATE UNIVERSITY,ZAM,3/11/2018,94.81,90.94,36.55,79.96,98.34,92.51,Ninety Two Point Fifty One,2018-2019
160,BS ARCH,College of Architecture,1,2018-2019,8532.0,1819-02369,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,78.85,77.12,76.79,18.16,63.1,74.25,Seventy Four Point Twenty Five,2018-2019
161,BSCS,CCS,1,2019-2020,8532.0,1819-02369,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,78.85,77.12,76.79,18.16,63.1,74.25,Seventy Four Point Twenty Five,2018-2019
162,BS ARCH,College of Architecture,1,2018-2019,8652.0,1819-02732,COMPUTER TECHNOLOGY INSTITUTE,ZAM,2/25/2018,72.78,54.75,72.66,24.91,53.29,65.83,Sixty Five Point Eighty Three,2018-2019
163,BSESS,CSSPE,1,2019-2020,8652.0,1819-02732,COMPUTER TECHNOLOGY INSTITUTE,ZAM,2/25/2018,72.78,54.75,72.66,24.91,53.29,65.83,Sixty Five Point Eighty Three,2018-2019
164,BS ARCH,College of Architecture,1,2018-2019,8855.0,1819-06104,NOTRE DAME OF JOLO COLLEGE,ZAM,3/11/2018,58.56,66.85,80.93,53.82,43.49,65.83,Sixty Five Point Eighty Three,2018-2019
165,BS ARCH,College of Architecture,1,2018-2019,8870.0,1819-07036,NONE,ZAM,3/11/2018,80.58,61.11,80.93,44.18,79.78,77.9,Seventy Seven Point Ninety,2018-2019
166,BS ARCH,College of Architecture,1,2018-2019,8873.0,1819-05958,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,ZAM,3/4/2018,66.01,66.85,85.06,70.61,83.75,76.98,Seventy Six Point Ninety Eight,2018-2019
167,BS ARCH,College of Architecture,1,2018-2019,8888.0,1819-05178,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,63.53,71.99,59.25,92.22,63.1,74.25,Seventy Four Point Twenty Five,2018-2019
168,BS ARCH,College of Architecture,1,2019-2020,8888.0,1819-05178,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,63.53,71.99,59.25,92.22,63.1,74.25,Seventy Four Point Twenty Five,2018-2019
169,BS ARCH,College of Architecture,1,2018-2019,8898.0,1819-04981,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,74.8,66.85,44.12,44.18,72.9,69.19,Sixty Nine Point Nineteen,2018-2019
170,AB AS,CAIS,1,2019-2020,8898.0,1819-04981,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,74.8,66.85,44.12,44.18,72.9,69.19,Sixty Nine Point Nineteen,2018-2019
171,BS ARCH,College of Architecture,1,2018-2019,8929.0,1819-07104,CLARET COLLEGE OF ISABELA,ZAM,3/11/2018,72.78,61.11,72.66,24.91,53.29,66.95,Sixty Six Point Ninety Five,2018-2019
172,BS ARCH,College of Architecture,1,2018-2019,8942.0,1819-00753,MANICAHAN NATIONAL HIGH SCHOOL,ZAM,2/18/2018,55.84,66.85,44.12,93.38,53.29,68.07,Sixty Eight Point Seven,2018-2019
173,BS ARCH,College of Architecture,1,2018-2019,9015.0,1819-09389,MOLAVE VOCATIONAL TECHNICAL SCHOOL,AVE,3/25/2018,74.8,99.7,93.41,79.96,63.1,88.7,Eighty Eight Point Seventy,2018-2019
174,BS ARCH,College of Architecture,1,2018-2019,9037.0,1819-04527,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,3/4/2018,61.05,82.26,66.81,44.18,26.06,63.6,Sixty Three Point Sixty,2018-2019
175,BS ARCH,College of Architecture,1,2018-2019,9201.0,1819-06314,MARCELO SPINOLA SCHOOL,ZAM,3/11/2018,96.08,77.12,44.12,79.96,79.78,89.65,Eighty Nine Point Sixty Five,2018-2019
176,BS ARCH,College of Architecture,1,2018-2019,9287.0,1819-00713,MARIAN COLLEGE,ZAM,2/18/2018,44.05,90.94,44.12,63.45,53.29,61.37,Sixty One Point Thirty Seven,2018-2019
177,BS ARCH,College of Architecture,1,2018-2019,9356.0,1819-02363,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,90.77,54.75,85.06,75.28,83.75,87.64,Eighty Seven Point Sixty Four,2018-2019
178,BS ARCH,College of Architecture,1,2018-2019,9509.0,1819-06963,CLARET COLLEGE OF ISABELA,ZAM,3/11/2018,86.35,92.88,89.19,70.61,72.9,88.7,Eighty Eight Point Seventy,2018-2019
179,BS ARCH,College of Architecture,1,2018-2019,9687.0,1819-00555,NONE,ZAM,2/18/2018,61.05,87.4,93.41,84.63,87.72,84.19,Eighty Four Point Nineteen,2018-2019
180,BS ARCH,College of Architecture,1,2018-2019,9704.0,1819-04829,BASILAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,74.8,82.26,93.41,34.54,53.29,78.81,Seventy Eight Point Eighty One,2018-2019
181,BS ARCH,College of Architecture,1,2018-2019,9737.0,1819-04157,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,55.84,71.99,29.96,89.31,83.75,69.19,Sixty Nine Point Nineteen,2018-2019
182,BS ARCH,College of Architecture,1,2018-2019,9738.0,1819-03258,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,88.66,90.94,97.72,79.96,63.1,92.03,Ninety Two Point Three,2018-2019
183,BS ARCH,College of Architecture,1,2018-2019,9741.0,1819-02532,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,66.01,54.75,89.19,89.31,72.9,77.9,Seventy Seven Point Ninety,2018-2019
184,BS ARCH,College of Architecture,1,2018-2019,9940.0,1819-07850,CURUAN NATIONAL HIGH SCHOOL,RUA,3/10/2018,44.05,71.99,59.25,70.61,53.29,60.09,Sixty Point Nine,2018-2019
185,BS ARCH,College of Architecture,1,2018-2019,10073.0,1819-00821,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,94.81,77.12,76.79,79.96,98.34,93.53,Ninety Three Point Fifty Three,2018-2019
186,BS ARCH,College of Architecture,1,2018-2019,10116.0,1819-05837,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,76.83,71.99,76.79,63.45,53.29,76.07,Seventy Six Point Seven,2018-2019
187,BS ARCH,College of Architecture,1,2018-2019,10417.0,1819-02368,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,99.32,66.85,85.06,84.63,83.75,95.98,Ninety Five Point Ninety Eight,2018-2019
188,BS ARCH,College of Architecture,1,2018-2019,10466.0,1819-05050,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,97.39,90.94,80.93,44.18,87.72,93.53,Ninety Three Point Fifty Three,2018-2019
189,BS ARCH,College of Architecture,1,2018-2019,10746.0,1819-00712,MARIAN COLLEGE,ZAM,2/18/2018,58.56,61.11,66.81,24.91,72.9,61.37,Sixty One Point Thirty Seven,2018-2019
190,BS ARCH,College of Architecture,1,2018-2019,13779.0,1920-16159,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,68.5,30.03,59.25,14.31,63.1,54.31,Fifty Four Point Thirty One,2019-2020
191,BS ARCH,College of Architecture,1,2018-2019,10907.0,1819-05537,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,58.56,48.4,51.68,34.54,91.68,62.48,Sixty Two Point Forty Eight,2018-2019
192,BS ARCH,College of Architecture,1,2018-2019,11069.0,1819-04304,MINDANAO STATE UNIVERSITY - SULU,ZAM,3/4/2018,92.71,92.88,72.66,84.63,95.65,93.22,Ninety Three Point Twenty Two,2018-2019
193,BS ARCH,College of Architecture,1,2018-2019,11082.0,1819-02459,NONE,ZAM,2/25/2018,86.35,61.11,76.79,34.54,63.1,77.9,Seventy Seven Point Ninety,2018-2019
194,BS ARCH,College of Architecture,1,2018-2019,11190.0,1819-04383,KABASALAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,89.71,96.76,59.25,63.45,91.68,89.65,Eighty Nine Point Sixty Five,2018-2019
195,BS ARCH,College of Architecture,1,2019-2020,11190.0,1819-04383,KABASALAN NATIONAL HIGH SCHOOL,ZAM,3/4/2018,89.71,96.76,59.25,63.45,91.68,89.65,Eighty Nine Point Sixty Five,2018-2019
196,BS ARCH,College of Architecture,1,2018-2019,11254.0,1819-00620,REGIONAL SCIENCE HIGH SCHOOL,ZAM,2/18/2018,99.64,98.7,98.58,98.63,97.87,99.72,Ninety Nine Point Seventy Two,2018-2019
197,BS ARCH,College of Architecture,1,2018-2019,11526.0,1819-07503,SISTERS OF MARY GIRLSTOWN SCHOOL,ZAM,3/11/2018,70.75,77.12,93.41,96.87,91.68,89.65,Eighty Nine Point Sixty Five,2018-2019
198,BS ARCH,College of Architecture,1,2018-2019,11565.0,1819-06451,SOUTHERN CITY COLLEGES,ZAM,3/11/2018,58.56,48.4,80.93,79.96,91.68,74.25,Seventy Four Point Twenty Five,2018-2019
199,BS ARCH,College of Architecture,1,2018-2019,11965.0,1819-10501,SURABAY NATIONAL HIGH SCHOOL,IPI,3/25/2018,66.01,30.03,80.93,63.45,63.1,65.83,Sixty Five Point Eighty Three,2018-2019
200,BS ARCH,College of Architecture,1,2018-2019,12115.0,1819-02540,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,76.83,87.4,91.97,93.38,72.9,88.22,Eighty Eight Point Twenty Two,2018-2019
201,BS ARCH,College of Architecture,1,2018-2019,12215.0,1819-00999,FERNDALE INTERNATIONAL SCHOOL,ZAM,2/18/2018,91.83,30.03,72.66,53.82,43.49,76.98,Seventy Six Point Ninety Eight,2018-2019
202,BS ARCH,College of Architecture,1,2018-2019,12342.0,1819-09867,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,LAN,3/25/2018,44.05,61.11,85.06,70.61,53.29,63.6,Sixty Three Point Sixty,2018-2019
203,BS ARCH,College of Architecture,1,2018-2019,12396.0,1819-06634,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,ZAM,3/11/2018,63.53,92.88,51.68,63.45,83.75,75.16,Seventy Five Point Sixteen,2018-2019
204,BS ARCH,College of Architecture,1,2018-2019,12530.0,1819-07664,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,3/11/2018,68.5,77.12,76.79,75.28,33.69,73.34,Seventy Three Point Thirty Four,2018-2019
205,BS COE,COE,1,2019-2020,12530.0,1819-07664,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,3/11/2018,68.5,77.12,76.79,75.28,33.69,73.34,Seventy Three Point Thirty Four,2018-2019
206,BS ARCH,College of Architecture,1,2018-2019,12681.0,1819-07241,NONE,ZAM,3/11/2018,76.83,77.12,72.66,63.45,63.1,76.98,Seventy Six Point Ninety Eight,2018-2019
207,BS ARCH,College of Architecture,1,2018-2019,12730.0,1819-04342,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,52.9,61.11,85.06,24.91,72.9,63.6,Sixty Three Point Sixty,2018-2019
208,BS ARCH,College of Architecture,1,2018-2019,12806.0,1819-01041,ATENEO DE ZAMBOANGA UNIVERSITY,ZAM,2/18/2018,95.51,82.26,89.19,93.38,63.1,93.85,Ninety Three Point Eighty Five,2018-2019
209,BS ARCH,College of Architecture,1,2018-2019,12884.0,1819-04343,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,49.95,87.4,51.68,79.96,43.49,65.83,Sixty Five Point Eighty Three,2018-2019
210,BS ARCH,College of Architecture,1,2018-2019,12888.0,1819-07291,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/11/2018,49.95,77.12,51.68,34.54,72.9,60.09,Sixty Point Nine,2018-2019
211,BS ARCH,College of Architecture,1,2018-2019,12920.0,1819-11860,ALICIA NATIONAL HIGH SCHOOL,CIA,4/15/2018,66.01,66.85,7.54,70.61,72.9,61.37,Sixty One Point Thirty Seven,2018-2019
212,BS ARCH,College of Architecture,1,2018-2019,12986.0,1819-13064,XAVIER HIGH SCHOOL,MAB,4/14/2018,74.8,61.11,97.72,84.63,79.78,85.57,Eighty Five Point Fifty Seven,2018-2019
213,BS ARCH,College of Architecture,1,2018-2019,13104.0,1819-08947,ZAMBOANGA DEL SUR NATIONAL HIGH SCHOOL,PAG,3/17/2018,94.81,98.7,85.06,95.71,91.68,96.72,Ninety Six Point Seventy Two,2018-2019
214,AB,CAIS,1,2018-2019,522.0,1819-11258,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/8/2018,9.69,4.05,2.41,18.16,26.06,2.23,Two Point Twenty Three,2018-2019
215,AB AS,CAIS,1,2018-2019,298.0,1819-03401,SOUTHERN CITY COLLEGES,ZAM,2/25/2018,49.95,35.7,29.96,70.61,79.78,52.87,Fifty Two Point Eighty Seven,2018-2019
216,AB AS,CAIS,1,2018-2019,413.0,1920-15597,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,78.85,77.12,76.79,75.28,87.72,83.5,Eighty Three Point Fifty,2019-2020
217,AB AS,CAIS,1,2018-2019,575.0,1819-07527,SOUTHERN CITY COLLEGES,ZAM,3/11/2018,76.83,48.4,80.93,44.18,43.49,70.3,Seventy Point Thirty,2018-2019
218,AB AS,CAIS,1,2018-2019,1084.0,1819-01504,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,52.9,61.11,59.25,44.18,72.9,60.09,Sixty Point Nine,2018-2019
219,AB AS,CAIS,1,2018-2019,1413.0,1920-15615,ICAS DE CALARIAN,OTC,4/7/2019,74.8,66.85,36.55,63.45,79.78,71.42,Seventy One Point Forty Two,2019-2020
220,AB AS,CAIS,1,2018-2019,1429.0,1920-15754,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,44.05,25.06,44.12,34.54,63.1,40.98,Forty Point Ninety Eight,2019-2020
221,AB AS,CAIS,1,2018-2019,1156.0,1819-03570,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,58.56,77.12,36.55,34.54,53.29,58.64,Fifty Eight Point Sixty Four,2018-2019
222,AB AS,CAIS,1,2018-2019,1184.0,1819-03398,SOUTHERN CITY COLLEGES,ZAM,2/25/2018,55.84,54.75,36.55,53.82,43.49,52.87,Fifty Two Point Eighty Seven,2018-2019
223,AB AS,CAIS,1,2018-2019,1567.0,1920-15601,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,74.8,71.99,24.36,63.45,83.75,71.42,Seventy One Point Forty Two,2019-2020
224,AB AS,CAIS,1,2018-2019,1283.0,1819-03835,PILAR COLLEGE,ZAM,2/25/2018,37.99,30.03,44.12,94.54,79.78,58.64,Fifty Eight Point Sixty Four,2018-2019
225,AB AS,CAIS,1,2018-2019,1704.0,1920-16149,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,66.01,87.4,72.66,44.18,83.75,75.16,Seventy Five Point Sixteen,2019-2020
226,AB AS,CAIS,1,2018-2019,1614.0,1819-01010,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,20.81,61.11,66.81,89.31,53.29,52.87,Fifty Two Point Eighty Seven,2018-2019
227,AB AS,CAIS,1,2018-2019,1714.0,1819-05192,SYSTEM TECHNOLOGY INSTITUTE,ZAM,3/4/2018,89.71,54.75,59.25,79.96,72.9,82.81,Eighty Two Point Eighty One,2018-2019
228,AB AS,CAIS,1,2018-2019,1871.0,1819-04408,SOUTHERN CITY COLLEGES,ZAM,3/4/2018,66.01,66.85,72.66,70.61,72.9,72.43,Seventy Two Point Forty Three,2018-2019
229,AB AS,CAIS,1,2018-2019,2802.0,1819-06039,AMA COMPUTER COLLEGE,ZAM,3/11/2018,61.05,66.85,44.12,63.45,53.29,62.48,Sixty Two Point Forty Eight,2018-2019
230,AB AS,CAIS,1,2018-2019,3611.0,1920-15603,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,47.0,87.4,66.81,84.63,63.1,70.3,Seventy Point Thirty,2019-2020
231,AB AS,CAIS,1,2018-2019,3866.0,1819-00276,BALIWASAN SENIOR HIGH SCHOOL WEST,ZAM,2/18/2018,47.0,61.11,59.25,53.82,33.69,52.87,Fifty Two Point Eighty Seven,2018-2019
232,AB AS,CAIS,1,2018-2019,3998.0,1819-03831,PILAR COLLEGE,ZAM,2/25/2018,61.05,71.99,44.12,18.16,87.72,63.6,Sixty Three Point Sixty,2018-2019
233,AB AS,CAIS,1,2018-2019,5205.0,1920-16150,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,55.84,71.99,36.55,63.45,53.29,60.09,Sixty Point Zero Nine,2019-2020
234,AB AS,CAIS,1,2018-2019,4533.0,1819-01998,WESTERN MINDANAO STATE UNIVERSITY,ZAM,2/25/2018,68.5,66.85,13.15,14.31,53.29,51.42,Fifty One Point Forty Two,2018-2019
235,AB AS,CAIS,1,2018-2019,5867.0,1920-15598,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,63.53,61.11,44.12,70.61,53.29,63.6,Sixty Three Point Sixty,2019-2020
236,AB AS,CAIS,1,2018-2019,4834.0,1819-11222,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,OTC,4/8/2018,55.84,48.4,36.55,70.61,43.49,54.31,Fifty Four Point Thirty One,2018-2019
237,AB AS,CAIS,1,2018-2019,5751.0,1819-03990,MINDANAO STATE UNIVERSITY - SULU,ZAM,3/4/2018,58.56,61.11,66.81,18.16,43.49,55.76,Fifty Five Point Seventy Six,2018-2019
238,AB AS,CAIS,1,2018-2019,7474.0,1920-16192,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,55.84,66.85,4.27,6.59,63.1,39.44,Thirty Nine Point Forty Four,2019-2020
239,AB AS,CAIS,1,2018-2019,5894.0,1819-00911,SOUTHERN CITY COLLEGES,ZAM,2/18/2018,47.0,77.12,66.81,53.82,63.1,62.48,Sixty Two Point Forty Eight,2018-2019
240,AB AS,CAIS,1,2018-2019,6982.0,1819-05854,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,ZAM,3/4/2018,58.56,30.03,44.12,93.38,33.69,60.09,Sixty Point Nine,2018-2019
241,AB AS,CAIS,1,2018-2019,8978.0,1819-05122,SOUTHERN CITY COLLEGES,ZAM,3/4/2018,74.8,54.75,7.54,53.82,53.29,58.64,Fifty Eight Point Sixty Four,2018-2019
242,AB AS,CAIS,1,2018-2019,11548.0,1920-16191,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,61.05,77.12,29.96,24.91,33.69,54.31,Fifty Four Point Thirty One,2019-2020
243,AB AS,CAIS,1,2018-2019,11926.0,1920-16190,WESTERN MINDANAO STATE UNIVERSITY,OTC,4/7/2019,5.98,20.09,7.54,18.16,33.69,5.27,Five Point Twenty Seven,2019-2020
244,AB AS,CAIS,1,2018-2019,10725.0,1819-05979,CLARET SCHOOL OF LAMITAN,ZAM,3/4/2018,76.83,42.05,59.25,53.82,26.06,63.6,Sixty Three Point Sixty,2018-2019
245,AB AS,CAIS,1,2018-2019,10959.0,1819-03707,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,ZAM,2/25/2018,52.9,30.03,76.79,34.54,72.9,55.76,Fifty Five Point Seventy Six,2018-2019
246,AB AS,CAIS,1,2018-2019,11052.0,1819-07265,MARGOSATUBIG ACADEMY,ZAM,3/11/2018,72.78,35.7,44.12,63.45,15.15,55.76,Fifty Five Point Seventy Six,2018-2019
247,AB AS,CAIS,1,2018-2019,14181.0,1920-16131,NONE,OTC,4/7/2019,70.75,71.99,72.66,75.28,87.72,78.81,Seventy Eight Point Eighty One,2019-2020
